country,year,sex,disease,prevalence
Irlanda,2014,M,Artrosi,3.6
Irlanda,2019,M,Artrosi,1.3
Italia,2014,M,Artrosi,12.7
Italia,2019,M,Artrosi,13.2
Lituania,2014,M,Artrosi,3.8
Lituania,2019,M,Artrosi,4.2
Lussemburgo,2014,M,Artrosi,14.3
Lussemburgo,2019,M,Artrosi,13.6
Lettonia,2014,M,Artrosi,6.0
Lettonia,2019,M,Artrosi,5.5
Malta,2014,M,Artrosi,9.2
Malta,2019,M,Artrosi,4.2
Paesi Bassi,2014,M,Artrosi,12.1
Paesi Bassi,2019,M,Artrosi,12.9
Polonia,2014,M,Artrosi,10.2
Polonia,2019,M,Artrosi,10.4
Portogallo,2014,M,Artrosi,16.1
Portogallo,2019,M,Artrosi,16.8
Romania,2014,M,Artrosi,3.0
Romania,2019,M,Artrosi,2.4
Svezia,2014,M,Artrosi,8.8
Svezia,2019,M,Artrosi,11.9
Slovenia,2014,M,Artrosi,2.5
Slovenia,2019,M,Artrosi,3.5
Slovacchia,2014,M,Artrosi,7.9
Slovacchia,2019,M,Artrosi,10.6
Austria,2014,F,Asma,4.6
Austria,2019,F,Asma,4.4
Belgio,2014,F,Asma,4.1
Belgio,2019,F,Asma,6.6
Bulgaria,2014,F,Asma,3.3
Bulgaria,2019,F,Asma,2.5
Cipro,2014,F,Asma,5.2
Cipro,2019,F,Asma,5.0
Repubblica Ceca,2014,F,Asma,5.5
Repubblica Ceca,2019,F,Asma,5.9
Germania,2014,F,Asma,6.9
Germania,2019,F,Asma,9.3
Danimarca,2014,F,Asma,6.2
Danimarca,2019,F,Asma,7.7
Estonia,2014,F,Asma,2.9
Estonia,2019,F,Asma,3.7
Grecia,2014,F,Asma,5.2
Grecia,2019,F,Asma,4.3
Spagna,2014,F,Asma,5.0
Spagna,2019,F,Asma,4.7
Finlandia,2014,F,Asma,11.3
Finlandia,2019,F,Asma,11.5
Francia,2014,F,Asma,9.4
Francia,2019,F,Asma,8.4
Croazia,2014,F,Asma,2.9
Croazia,2019,F,Asma,5.2
Ungheria,2014,F,Asma,5.7
Ungheria,2019,F,Asma,5.8
Irlanda,2014,F,Asma,10.1
Irlanda,2019,F,Asma,7.0
Italia,2014,F,Asma,5.0
Italia,2019,F,Asma,4.7
Lituania,2014,F,Asma,3.0
Lituania,2019,F,Asma,3.8
Lussemburgo,2014,F,Asma,7.0
Lussemburgo,2019,F,Asma,6.9
Lettonia,2014,F,Asma,3.9
Lettonia,2019,F,Asma,4.1
Malta,2014,F,Asma,6.9
Malta,2019,F,Asma,6.9
Paesi Bassi,2014,F,Asma,6.2
Paesi Bassi,2019,F,Asma,7.2
Polonia,2014,F,Asma,4.6
Polonia,2019,F,Asma,4.7
Portogallo,2014,F,Asma,6.1
Portogallo,2019,F,Asma,7.1
Romania,2014,F,Asma,2.1
Romania,2019,F,Asma,1.7
Svezia,2014,F,Asma,9.4
Svezia,2019,F,Asma,9.1
Slovenia,2014,F,Asma,5.5
Slovenia,2019,F,Asma,4.9
Slovacchia,2014,F,Asma,4.8
Slovacchia,2019,F,Asma,5.3
Austria,2014,M,Asma,3.9
Austria,2019,M,Asma,3.9
Belgio,2014,M,Asma,4.3
Belgio,2019,M,Asma,5.2
Bulgaria,2014,M,Asma,2.1
Bulgaria,2019,M,Asma,1.9
Cipro,2014,M,Asma,4.0
Cipro,2019,M,Asma,3.3
Repubblica Ceca,2014,M,Asma,3.6
Repubblica Ceca,2019,M,Asma,3.3
Germania,2014,M,Asma,5.4
Germania,2019,M,Asma,7.0
Danimarca,2014,M,Asma,6.6
Danimarca,2019,M,Asma,6.6
Estonia,2014,M,Asma,2.2
Estonia,2019,M,Asma,3.7
Grecia,2014,M,Asma,3.6
Grecia,2019,M,Asma,2.3
Spagna,2014,M,Asma,4.4
Spagna,2019,M,Asma,3.6
Finlandia,2014,M,Asma,7.4
Finlandia,2019,M,Asma,7.6
Francia,2014,M,Asma,8.1
Francia,2019,M,Asma,6.9
Croazia,2014,M,Asma,3.0
Croazia,2019,M,Asma,4.3
Ungheria,2014,M,Asma,4.1
Ungheria,2019,M,Asma,3.9
Irlanda,2014,M,Asma,8.8
Irlanda,2019,M,Asma,8.7
Italia,2014,M,Asma,4.9
Italia,2019,M,Asma,4.6
Lituania,2014,M,Asma,2.3
Lituania,2019,M,Asma,1.6
Lussemburgo,2014,M,Asma,6.0
Lussemburgo,2019,M,Asma,5.7
Lettonia,2014,M,Asma,2.4
Lettonia,2019,M,Asma,3.2
Malta,2014,M,Asma,4.8
Malta,2019,M,Asma,5.2
Paesi Bassi,2014,M,Asma,4.3
Paesi Bassi,2019,M,Asma,5.1
Polonia,2014,M,Asma,3.5
Polonia,2019,M,Asma,3.4
Portogallo,2014,M,Asma,4.2
Portogallo,2019,M,Asma,5.5
Romania,2014,M,Asma,1.8
Romania,2019,M,Asma,1.2
Svezia,2014,M,Asma,6.2
Svezia,2019,M,Asma,6.1
Slovenia,2014,M,Asma,4.7
Slovenia,2019,M,Asma,4.7
Slovacchia,2014,M,Asma,2.7
Slovacchia,2019,M,Asma,2.7
Austria,2014,F,Cardiopatia coronarica o angina pectoris,2.5
Austria,2019,F,Cardiopatia coronarica o angina pectoris,3.1
Belgio,2014,F,Cardiopatia coronarica o angina pectoris,1.3
Belgio,2019,F,Cardiopatia coronarica o angina pectoris,1.3
Bulgaria,2014,F,Cardiopatia coronarica o angina pectoris,10.3
Bulgaria,2019,F,Cardiopatia coronarica o angina pectoris,8.1
Cipro,2014,F,Cardiopatia coronarica o angina pectoris,1.1
Cipro,2019,F,Cardiopatia coronarica o angina pectoris,1.6
Repubblica Ceca,2014,F,Cardiopatia coronarica o angina pectoris,4.2
Repubblica Ceca,2019,F,Cardiopatia coronarica o angina pectoris,2.8
Germania,2014,F,Cardiopatia coronarica o angina pectoris,3.1
Germania,2019,F,Cardiopatia coronarica o angina pectoris,4.4
Danimarca,2014,F,Cardiopatia coronarica o angina pectoris,1.7
Danimarca,2019,F,Cardiopatia coronarica o angina pectoris,1.4
Estonia,2014,F,Cardiopatia coronarica o angina pectoris,5.1
Estonia,2019,F,Cardiopatia coronarica o angina pectoris,4.3
Grecia,2014,F,Cardiopatia coronarica o angina pectoris,2.9
Grecia,2019,F,Cardiopatia coronarica o angina pectoris,2.3
Spagna,2014,F,Cardiopatia coronarica o angina pectoris,0.8
Spagna,2019,F,Cardiopatia coronarica o angina pectoris,0.7
Finlandia,2014,F,Cardiopatia coronarica o angina pectoris,4.8
Finlandia,2019,F,Cardiopatia coronarica o angina pectoris,4.1
Francia,2014,F,Cardiopatia coronarica o angina pectoris,1.2
Francia,2019,F,Cardiopatia coronarica o angina pectoris,1.2
Croazia,2014,F,Cardiopatia coronarica o angina pectoris,5.8
Croazia,2019,F,Cardiopatia coronarica o angina pectoris,8.8
Ungheria,2014,F,Cardiopatia coronarica o angina pectoris,5.2
Ungheria,2019,F,Cardiopatia coronarica o angina pectoris,3.8
Irlanda,2014,F,Cardiopatia coronarica o angina pectoris,2.4
Irlanda,2019,F,Cardiopatia coronarica o angina pectoris,1.5
Italia,2014,F,Cardiopatia coronarica o angina pectoris,2.4
Italia,2019,F,Cardiopatia coronarica o angina pectoris,1.9
Lituania,2014,F,Cardiopatia coronarica o angina pectoris,8.6
Lituania,2019,F,Cardiopatia coronarica o angina pectoris,7.2
Lussemburgo,2014,F,Cardiopatia coronarica o angina pectoris,2.1
Lussemburgo,2019,F,Cardiopatia coronarica o angina pectoris,1.3
Lettonia,2014,F,Cardiopatia coronarica o angina pectoris,6.7
Lettonia,2019,F,Cardiopatia coronarica o angina pectoris,6.3
Malta,2014,F,Cardiopatia coronarica o angina pectoris,2.5
Malta,2019,F,Cardiopatia coronarica o angina pectoris,1.9
Paesi Bassi,2014,F,Cardiopatia coronarica o angina pectoris,1.6
Paesi Bassi,2019,F,Cardiopatia coronarica o angina pectoris,2.8
Polonia,2014,F,Cardiopatia coronarica o angina pectoris,9.6
Polonia,2019,F,Cardiopatia coronarica o angina pectoris,7.9
Portogallo,2014,F,Cardiopatia coronarica o angina pectoris,5.6
Portogallo,2019,F,Cardiopatia coronarica o angina pectoris,4.6
Romania,2014,F,Cardiopatia coronarica o angina pectoris,4.1
Romania,2019,F,Cardiopatia coronarica o angina pectoris,1.8
Svezia,2014,F,Cardiopatia coronarica o angina pectoris,1.3
Svezia,2019,F,Cardiopatia coronarica o angina pectoris,1.0
Slovenia,2014,F,Cardiopatia coronarica o angina pectoris,3.4
Slovenia,2019,F,Cardiopatia coronarica o angina pectoris,3.5
Slovacchia,2014,F,Cardiopatia coronarica o angina pectoris,6.4
Slovacchia,2019,F,Cardiopatia coronarica o angina pectoris,7.2
Austria,2014,M,Cardiopatia coronarica o angina pectoris,2.2
Austria,2019,M,Cardiopatia coronarica o angina pectoris,3.8
Belgio,2014,M,Cardiopatia coronarica o angina pectoris,1.5
Belgio,2019,M,Cardiopatia coronarica o angina pectoris,1.7
Bulgaria,2014,M,Cardiopatia coronarica o angina pectoris,7.9
Bulgaria,2019,M,Cardiopatia coronarica o angina pectoris,5.8
Cipro,2014,M,Cardiopatia coronarica o angina pectoris,2.8
Cipro,2019,M,Cardiopatia coronarica o angina pectoris,3.2
Repubblica Ceca,2014,M,Cardiopatia coronarica o angina pectoris,4.4
Repubblica Ceca,2019,M,Cardiopatia coronarica o angina pectoris,2.6
Germania,2014,M,Cardiopatia coronarica o angina pectoris,4.6
Germania,2019,M,Cardiopatia coronarica o angina pectoris,4.8
Danimarca,2014,M,Cardiopatia coronarica o angina pectoris,2.2
Danimarca,2019,M,Cardiopatia coronarica o angina pectoris,1.4
Estonia,2014,M,Cardiopatia coronarica o angina pectoris,3.8
Estonia,2019,M,Cardiopatia coronarica o angina pectoris,3.1
Grecia,2014,M,Cardiopatia coronarica o angina pectoris,4.0
Grecia,2019,M,Cardiopatia coronarica o angina pectoris,3.8
Spagna,2014,M,Cardiopatia coronarica o angina pectoris,1.0
Spagna,2019,M,Cardiopatia coronarica o angina pectoris,0.9
Finlandia,2014,M,Cardiopatia coronarica o angina pectoris,5.3
Finlandia,2019,M,Cardiopatia coronarica o angina pectoris,5.9
Francia,2014,M,Cardiopatia coronarica o angina pectoris,2.6
Francia,2019,M,Cardiopatia coronarica o angina pectoris,2.8
Croazia,2014,M,Cardiopatia coronarica o angina pectoris,4.2
Croazia,2019,M,Cardiopatia coronarica o angina pectoris,8.3
Ungheria,2014,M,Cardiopatia coronarica o angina pectoris,4.6
Ungheria,2019,M,Cardiopatia coronarica o angina pectoris,3.5
Irlanda,2014,M,Cardiopatia coronarica o angina pectoris,3.5
Irlanda,2019,M,Cardiopatia coronarica o angina pectoris,3.0
Italia,2014,M,Cardiopatia coronarica o angina pectoris,2.9
Italia,2019,M,Cardiopatia coronarica o angina pectoris,2.6
Lituania,2014,M,Cardiopatia coronarica o angina pectoris,5.6
Lituania,2019,M,Cardiopatia coronarica o angina pectoris,4.4
Lussemburgo,2014,M,Cardiopatia coronarica o angina pectoris,3.8
Lussemburgo,2019,M,Cardiopatia coronarica o angina pectoris,2.7
Lettonia,2014,M,Cardiopatia coronarica o angina pectoris,4.4
Lettonia,2019,M,Cardiopatia coronarica o angina pectoris,4.1
Malta,2014,M,Cardiopatia coronarica o angina pectoris,2.7
Malta,2019,M,Cardiopatia coronarica o angina pectoris,3.2
Paesi Bassi,2014,M,Cardiopatia coronarica o angina pectoris,2.4
Paesi Bassi,2019,M,Cardiopatia coronarica o angina pectoris,2.4
Polonia,2014,M,Cardiopatia coronarica o angina pectoris,7.9
Polonia,2019,M,Cardiopatia coronarica o angina pectoris,6.9
Portogallo,2014,M,Cardiopatia coronarica o angina pectoris,3.3
Portogallo,2019,M,Cardiopatia coronarica o angina pectoris,4.0
Romania,2014,M,Cardiopatia coronarica o angina pectoris,2.7
Romania,2019,M,Cardiopatia coronarica o angina pectoris,1.1
Svezia,2014,M,Cardiopatia coronarica o angina pectoris,1.3
Svezia,2019,M,Cardiopatia coronarica o angina pectoris,1.4
Slovenia,2014,M,Cardiopatia coronarica o angina pectoris,3.2
Slovenia,2019,M,Cardiopatia coronarica o angina pectoris,3.0
Slovacchia,2014,M,Cardiopatia coronarica o angina pectoris,5.4
Slovacchia,2019,M,Cardiopatia coronarica o angina pectoris,4.8
Austria,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.6
Austria,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.7
Belgio,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.6
Belgio,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.5
Bulgaria,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.1
Bulgaria,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.4
Cipro,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.9
Cipro,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.7
Repubblica Ceca,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.0
Repubblica Ceca,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.2
Germania,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.2
Germania,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.4
Danimarca,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.0
Danimarca,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.4
Estonia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.9
Estonia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.9
Grecia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.9
Grecia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.9
Spagna,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.3
Spagna,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.0
Finlandia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.9
Finlandia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.8
Francia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.4
Francia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.5
Croazia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.0
Croazia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.2
Ungheria,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.2
Ungheria,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.4
Irlanda,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.9
Irlanda,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.4
Italia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.6
Italia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.9
Lituania,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),7.0
Lituania,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),7.1
Lussemburgo,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.8
Lussemburgo,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.0
Lettonia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.5
Lettonia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.9
Malta,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.5
Malta,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),0.5
Paesi Bassi,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.2
Paesi Bassi,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.6
Polonia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.4
Polonia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.1
Portogallo,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.9
Portogallo,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.5
Romania,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.7
Romania,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.0
Svezia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.6
Svezia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.0
Slovenia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.0
Slovenia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.4
Slovacchia,2014,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.0
Slovacchia,2019,F,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.2
Austria,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.3
Austria,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.4
Belgio,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.4
Belgio,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.6
Bulgaria,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.1
Bulgaria,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.9
Cipro,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.9
Cipro,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.3
Repubblica Ceca,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.3
Repubblica Ceca,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.1
Germania,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.1
Germania,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.5
Danimarca,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.8
Danimarca,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.5
Estonia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),1.8
Estonia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.0
Grecia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.8
Grecia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.0
Spagna,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.9
Spagna,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.9
Finlandia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.3
Finlandia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.1
Francia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.0
Francia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),6.2
Croazia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.1
Croazia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.2
Ungheria,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.0
Ungheria,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.6
Irlanda,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),3.2
Irlanda,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.1
Italia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.2
Italia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.2
Lituania,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.5
Lituania,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.2
Lussemburgo,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.5
Lussemburgo,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),4.6
Lettonia,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.6
Lettonia,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),2.8
Malta,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),0.8
Malta,2019,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),0.7
Paesi Bassi,2014,M,Malattie croniche delle vie respiratorie inferiori (escl. asma),5.0
